"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"CrowdTracing: Overcrowding Clustering and Detection System for Social Distancing","E. Kanjo; D. O. Anderez; A. Anwar; A. Al Shami; J. Williams","Nottingham Trent University,Smart Sensing Lab,Department of Computer Science,Nottingham,UK; Nottingham Trent University,Smart Sensing Lab,Department of Computer Science,Nottingham,UK; Nottingham Trent University,Smart Sensing Lab,Department of Computer Science,Nottingham,UK; Southern Arkansas University,Department of Computer Science,Magnolia,Arkansas,USA; University of Nottingham,Department of Computer Science,Nottingham,UK","2021 IEEE International Smart Cities Conference (ISC2)","15 Oct 2021","2021","","","1","7","Maintaining social distancing in public spaces plays a pivotal role in decreasing COVID-19 contagion and viral spread. COVID-19 has required many countries around the world to close work places, schools and public spaces. This has prompted policy makers, venue managers and local authorities to investigate practical mitigation strategies using technology to exit the lockdown safely and enable the reopening of cities and public spaces. This paper introduces CrowdTracing, a dynamic overcrowding detection system that encourages social-distancing and triggers an alert to venue, city council or facility managers in a dynamic and privacy-preserving manner. CrowdTracing utilises ubiquitous WiFi probing and density-based clustering techniques which can be performed in real-time to identify commonly crowded areas and assist in the estimation of excess gatherings. The proposed system can also be used to enable discovery of where social distancing rules are not being followed, enabling a rapid response, controlling or slowing down the spread of the virus. A classification recall of 0.85 on an experiment with 1000 simulated scenarios were achieved. This indicates the CrowdTracing system proposed was able to identify 85 out 100 scenarios in which social distancing rules were not being followed.","2687-8860","978-1-6654-4919-9","10.1109/ISC253183.2021.9562914","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9562914","COVID-19;Ubiquitous Computing;Wireless probe requests;Mobile Sensing;Clustering;People Count;DB-SCAN;SOM","COVID-19;Smart cities;Pandemics;Human factors;Social factors;Real-time systems;Coronaviruses","alarm systems;data privacy;health care;local government;mobile computing;pattern classification;pattern clustering;public administration;wireless LAN","public spaces;viral spread;COVID-19;venue managers;mitigation strategies;dynamic overcrowding detection system;city council;privacy-preserving manner;density-based clustering;social distancing rules;CrowdTracing system;overcrowding clustering system;policy makers;local authorities;privacy preservation;ubiquitous WiFi probing;excess gathering estimation","","","","32","IEEE","15 Oct 2021","","","IEEE","IEEE Conferences"
"The Impact of Peer Pressure: Extending Axelrod's Model on Cultural Polarisation","R. Morris; L. Turner; R. Whitaker; C. Giammanco",Cardiff University; Cardiff University; Cardiff University; U.S. Army Research Laboratory,"2019 IEEE International Conference on Cognitive Computing (ICCC)","29 Aug 2019","2019","","","114","121","Culture represents the broad range of things over which people influence each other, and frequently contributes to the behaviour, interaction and outlook of groups. Although it has been studied in the context of humans, it is also relevant to future intelligent cognitive systems, that could have the capability to update their disposition and strategy based on the influence of others. In this work we transfer concepts from social sciences to the computing sciences and examine the effect of peer influence on culture. We consider the notion of ""peer pressure"", being the combined effect from all an individual's neighbours exerting influence at the same time, and also through influence flowing from indirect sources. This approach is derived using Social Impact Theory. We benchmark this against the cultural polarisation model from Axelrod, which involves influence being restricted to dyadic interactions between agents. We find that peer pressure provides complex contagion with a significant impact on cultural evolution. Greater cultural diversity is maintained, with indirect paths mitigating this by effectively forming disruptive weak links. This reaffirms that maintaining diversity in social ties, as well as a wide breadth, supports the mitigation of cultural isolation and polarisation. The model provides a platform to explore culture in a wide range of further scenarios, including electronic, coalition and organisational contexts.","","978-1-7281-2711-8","10.1109/ICCC.2019.00030","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8816877","Computational Modelling;Cultural polarisation;Agent-based Modelling;Homophily","Cultural differences;Computational modeling;Social networking (online);Measurement;Peer-to-peer computing;Lattices;Cognitive systems","cognitive systems;cultural aspects;multi-agent systems;social sciences computing","peer influence;peer pressure;cultural polarisation model;dyadic interactions;cultural evolution;social ties;cultural isolation;social impact theory;cultural diversity;Axelrod model;intelligent cognitive systems;agent-based modelling","","1","","37","","29 Aug 2019","","","IEEE","IEEE Conferences"
"A reinforcement learning model of social referencing","H. Jasso; J. Triesch; Gedeon Deak","Univ. of California - San Diego, La Jolla, CA; Frankfurt Inst. for Adv. Studies, J.W. Goethe Univ., Frankfurt am Main; Frankfurt Inst. for Adv. Studies, J.W. Goethe Univ., Frankfurt am Main","2008 7th IEEE International Conference on Development and Learning","10 Oct 2008","2008","","","286","291","We present a novel computational model of social referencing. The model replicates a classic social referencing experiment where an infant is presented with a novel object and has the choice of consulting an adultpsilas informative facial expression before reacting to the object. The infant model learns the value of consulting the adultpsilas facial expression using the temporal difference learning algorithm. The model is used to make hypotheses about the reason for a lack of social referencing found in autistic individuals, based on an aversion to faces. Comparisons are made between this reinforcement learning model and a previous model based on mood contagion.","2161-9476","978-1-4244-2661-4","10.1109/DEVLRN.2008.4640844","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4640844","","Pediatrics;Training;Predictive models;Learning;Computational modeling;Testing;Mood","face recognition;obstetrics","reinforcement learning model;social referencing;adult informative facial expression;infant model;autistic individuals;mood contagion;temporal difference learning algorithm","","3","","19","","10 Oct 2008","","","IEEE","IEEE Conferences"
"Gesture mimicry in expression of laughter","H. Griffin; G. Varni; G. Volpe; G. T. Lourido; M. Mancini; N. Bianchi-Berthouze","UCL Interaction Centre, University College London, United Kingdom; Institui des Systemes Intelligents et de Robotique, Universite Pierre et Marie Curie - Paris 6, CNRS UMR 7222, France; Casa Paganini - InfoMus, DIBRIS - University of Genoa, Italy; UCL Interaction Centre, University College London, United Kingdom; Casa Paganini - InfoMus, DIBRIS - University of Genoa, Italy; UCL Interaction Centre, University College London, United Kingdom","2015 International Conference on Affective Computing and Intelligent Interaction (ACII)","7 Dec 2015","2015","","","677","683","Mimicry and laughter are two social signals displaying affiliation among people. To date, however, their relationship remains uninvestigated and relatively unexploited in designing the behaviour of robots and virtual characters. This paper presents an experiment aimed at examining how laughter and mimicry are related. The hypothesis is that hand movements a person produces during a laughter episode are mimicked through equivalent or other hand movements other participants in the interaction produce when they laugh. To investigate this, we analysed mimicry at two levels of specificity during laughter and non-laughter periods in a playful triadic social interaction. Changes in mimicry rates over the whole interaction were analysed as well as possible leader-follower relationships. Results show that hand movement rates were varied and strongly dependent on group. Even though hand movement are more frequent during laughter, mimicry does not increase. Mimicry levels, however, increase over the course of a session indicating that familiarity and comfort may increase emotional contagion.","2156-8111","978-1-4799-9953-8","10.1109/ACII.2015.7344642","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7344642","mimicry;gesture;laughter;social interaction","Games;Mouth;Visualization;Electronic mail;Robots;Context;Observers","behavioural sciences computing;emotion recognition","people affiliation;robots behaviour;virtual characters;nonlaughter periods;playful triadic social interaction;leader-follower relationships;hand movement rates;mimicry levels;emotional contagion;social signals;laughter expression;gesture mimicry","","3","","27","","7 Dec 2015","","","IEEE","IEEE Conferences"
"A SIR Epidemiological Model for the Analysis of COVID-19 in Peru","Y. P. Atencio; F. Y. Díaz","Escuela Profesional de Ingeniería de Sistemas, Universidad Nacional José María Arguedas,Andahuaylas,Apurímac,Perú; Doctorado en Estadística e Informática, Universidad Nacional del Altiplano,Puno,Perú","2020 XLVI Latin American Computing Conference (CLEI)","28 Jun 2021","2020","","","480","487","The purpose of this research work was to analyze the behavior of the pandemic caused by the SARS-CoV-2 virus (COVID-19) in Peru, using the SIR epidemiological model. Using the data, from its inception on March 6, 2020, to June 10, 2020. In our case, in Peru, It has been forecast that the disease will peak, on the contagion curve, at 160-day from the first case. The total duration of the disease is approximately 15 months (450 days), the number of deceases will be approximately 1% of the entire population, and the total number of infected will reach approximately 85% of the population. The evolution of the parameters β, γ and μ show that the disease always tends to disappear, since they are directly related to the population and the condition of the individuals (Susceptible, Infected or Recovered). These parameters control the model, however, it is not trivial to be able to establish adequate values over time, since it will largely depend on the culture of the population mainly, and the policies that the government proposes, and in which way the population will comply with these policies to control the evolution of the pandemic. For example, one way to control the parameter β is compulsory social isolation with a strict epidemiological stratified fence by cities, thereby reducing the value of the contagion rate to zero and allowing the pandemic to be effectively controlled. However, in Peru, this control has not been achieved, since the population is very varied in its culture and quite reluctant to comply with the government's recommendations.","","978-1-6654-1560-6","10.1109/CLEI52000.2020.00062","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9458390","Epidemiological model;Epidemic;Infectious diseases;SIR;SEIR;SEIRS","COVID-19;Coronaviruses;Statistics;Sociology;Pandemics;Silicon;Indexes","diseases;microorganisms","government recommendations;contagion rate;strict epidemiological stratified fence;parameters control;contagion curve;disease;SARS-CoV-2 virus;COVID-19;SIR epidemiological model;Peru;pandemic","","","","","","28 Jun 2021","","","IEEE","IEEE Conferences"
"Burning Graphs Through Farthest-First Traversal","J. García-Díaz; J. C. Pérez-Sansalvador; L. M. X. Rodríguez-Henríquez; J. A. Cornejo-Acosta","Consejo Nacional de Ciencia y Tecnología, Mexico City, Mexico; Consejo Nacional de Ciencia y Tecnología, Mexico City, Mexico; Consejo Nacional de Ciencia y Tecnología, Mexico City, Mexico; Instituto Nacional de Astrofísica, Óptica y Electrónica, Coordinación de Ciencias Computacionales, Puebla, Mexico","IEEE Access","23 Mar 2022","2022","10","","30395","30404","Graph burning is a process to determine the spreading of information in a graph. If a sequence of vertices burns all the vertices of a graph by following the graph burning process, then such a sequence is known as a burning sequence. The graph burning problem consists in finding a minimum length burning sequence for a given graph. The solution to this NP-hard combinatorial optimization problem helps quantify a graph’s vulnerability to contagion. This paper introduces a simple farthest-first traversal-based approximation algorithm for this problem over arbitrary graphs. We refer to this proposal as the Burning Farthest-First (BFF) algorithm. BFF runs in <inline-formula> <tex-math notation=""LaTeX"">$O(n^{3})$ </tex-math></inline-formula> steps and has a tight approximation factor of <inline-formula> <tex-math notation=""LaTeX"">$3-2/b(G)$ </tex-math></inline-formula>, where <inline-formula> <tex-math notation=""LaTeX"">$b(G)$ </tex-math></inline-formula> is the size of an optimal solution. The main attribute of BFF is that it has a better approximation factor than the state-of-the-art approximation algorithms for arbitrary graphs, which report an approximation factor of 3. Despite being simple, BFF proved practical when tested over some benchmark datasets.","2169-3536","","10.1109/ACCESS.2022.3159695","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9734068","Approximation algorithms;farthest-first traversal;graph burning;information spreading;social contagion","Approximation algorithms;Optimization;Measurement;Licenses;Social networking (online);Urban areas;Search problems","","","","","","29","CCBY","14 Mar 2022","","","IEEE","IEEE Journals"
"Simulating the Spread of Infectious Disease over Large Realistic Social Networks Using Charm++","K. R. Bisset; A. M. Aji; E. Bohm; L. V. Kale; T. Kamal; M. V. Marathe; J. -S. Yeom","Virginia Bioinf. Inst., Virginia Tech, Blacksburg, VA, USA; Virginia Bioinf. Inst., Virginia Tech, Blacksburg, VA, USA; Dept. of Comput. Sci., Univ. of Illinois at Urbana-Champaign, Urbana, IL, USA; Dept. of Comput. Sci., Univ. of Illinois at Urbana-Champaign, Urbana, IL, USA; Virginia Bioinf. Inst., Virginia Tech, Blacksburg, VA, USA; Virginia Bioinf. Inst., Virginia Tech, Blacksburg, VA, USA; Virginia Bioinf. Inst., Virginia Tech, Blacksburg, VA, USA","2012 IEEE 26th International Parallel and Distributed Processing Symposium Workshops & PhD Forum","20 Aug 2012","2012","","","507","518","Preventing and controlling outbreaks of infectious diseases such as pandemic influenza is a top public health priority. EpiSimdemics is an implementation of a scalable parallel algorithm to simulate the spread of contagion, including disease, fear and information, in large (10<sup>8</sup> individuals), realistic social contact networks using individual-based models. It also has a rich language for describing public policy and agent behavior. We describe CharmSimdemics and evaluate its performance on national scale populations. Charm++ is a machine independent parallel programming system, providing high-level mechanisms and strategies to facilitate the task of developing highly complex parallel applications. Our design includes mapping of application entities to tasks, leveraging the efficient and scalable communication, synchronization and load balancing strategies of Charm++. Our experimental results on a 768 core system show that the Charm++ version achieves up to a 4-fold increase in performance when compared to the MPI version.","","978-1-4673-0974-5","10.1109/IPDPSW.2012.65","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6270685","Computational Epidemiology;Parallel Efficiency and Scalability;Agent Based Simulation;Programming Models;Charm++;MPI","Program processors;Load management;Synchronization;Computational modeling;Runtime;Load modeling;Object oriented modeling","application program interfaces;digital simulation;diseases;epidemics;medical computing;message passing;multi-agent systems;parallel programming;resource allocation","infectious disease spread simulation;Charm++;outbreak prevention;outbreak control;pandemic influenza;public health priority;EpiSimdemics;scalable parallel algorithm;contagion spread simulation;social contact network;individual-based model;public policy;agent behavior;CharmSimdemics;national scale population;machine independent parallel programming system;high-level mechanism;complex parallel application;application entity mapping;scalable communication strategy;synchronization strategy;load balancing strategy;core system;message passing interface","","6","","24","","20 Aug 2012","","","IEEE","IEEE Conferences"
"Tweet Moodifier: Towards giving emotional awareness to Twitter users","F. B. Saldías; R. W. Picard","MIT Media Lab, Massachusetts Institute of Technology,Cambridge,USA; MIT Media Lab, Massachusetts Institute of Technology,Cambridge,USA","2019 8th International Conference on Affective Computing and Intelligent Interaction (ACII)","9 Dec 2019","2019","","","1","7","Emotional contagion in online social networks has been of great interest over the past years. Previous studies have focused mainly on finding evidence of affect contagion in homophilic atmospheres. However, these studies have overlooked users' awareness of the sentiments they share and consume online. In this paper, we present an experiment with Twitter users that aims to help them better understand which emotions they experience on this social network. We introduce Tweet Moodifier (T-Moodifier), a Google Chrome extension that enables Twitter users to filter and make explicit (through colored visual marks) the emotional content in their News Feed. We compare behavioral changes between 55 participants and 5089 of their public “friends.” The comparison period spans from two weeks before installing T-Moodifier to one week thereafter. The results suggest that the use of T-Moodifier might help Twitter users increase their emotional awareness: T-Moodifier users who had access to emotional statistics about their posts produced a significantly higher percentage of neutral content. This behavioral change suggests that people could behave differently while using real-time mechanisms that increase their affect reflection. Also, post-experience, those who completed both pre- and post-surveys could assert more confidently the main emotions they shared and perceived on Twitter. This shows T-Moodifier's potential to effectively make users reflect on their News Feed.","2156-8111","978-1-7281-3888-6","10.1109/ACII.2019.8925533","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8925533","emotional awareness;social media;Twitter","Twitter;Feeds;Privacy;Atmosphere;Media;Visualization","emotion recognition;social networking (online);statistical analysis","online social networks;Twitter users;Tweet moodifier;behavioral change;T-Moodifier users;emotional statistics;homophilic atmospheres;Google Chrome extension","","1","","31","","9 Dec 2019","","","IEEE","IEEE Conferences"
"Epidemic Dynamics and Thresholds in Agent-Based Simulations under Realistic Resources and Cost Conditions","Y. Tsai; C. Sun; C. Huang","Dept. of Comput. Sci., Nat. Chiao Tung Univ., Hsinchu; Dept. of Comput. Sci., Nat. Chiao Tung Univ., Hsinchu; Dept. of Comput. Sci. & Inf. Eng., Chang Gung Univ., Taoyuan","2008 IEEE/WIC/ACM International Conference on Web Intelligence and Intelligent Agent Technology","6 Jan 2009","2008","2","","65","70","Critical threshold is one of the most important epidemiological indicators of whether or not an epidemic outbreak has occurred. Recent studies have been overly focused on ways that the power-law connectivity distribution features of social networks affect epidemic dynamics and spreading situations. Two important factors have been overlooked as a result: resource limitations and transmission costs associated with face-to-face interactions and daily contact. Our two main findings are: (a) a significant critical threshold does exist when resources and costs are taken into consideration, and that threshold has a lower bound whenever contagion events occur in scale-free social networks; and (b) the spread of epidemics in scale-free social networks remains controllable as long as resources are properly restricted and consumed costs in the form of public health strategies are significantly increased.","","978-0-7695-3496-1","10.1109/WIIAT.2008.11","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4740597","critical threshold;resources constraints;transmission costs;scale-free networks;effective spreading rate","Costs;Social network services;Diseases;Analytical models;Intelligent agent;Computer science;Computational modeling;Computer simulation;Power engineering and energy;Public healthcare","diseases;health care;medical computing;social networking (online);software agents","epidemic dynamics;agent-based simulations;realistic resources;cost conditions;critical threshold;epidemiological indicators;face-to-face interactions;scale-free social networks;public health strategies","","1","","22","","6 Jan 2009","","","IEEE","IEEE Conferences"
"Modeling and Evaluating Epidemic Control Strategies With High-Order Temporal Networks","A. Antelmi; G. Cordasco; V. Scarano; C. Spagnuolo","Dipartimento di Informatica, Università degli Studi di Salerno, Fisciano, Italy; Dipartimento di Psicologia, Università degli Studi della Campania Luigi Vanvitelli, Caserta, Italy; Dipartimento di Informatica, Università degli Studi di Salerno, Fisciano, Italy; Dipartimento di Informatica, Università degli Studi di Salerno, Fisciano, Italy","IEEE Access","20 Oct 2021","2021","9","","140938","140964","Non-Pharmaceutical Interventions (NPIs) are essential measures that reduce and control a severe outbreak or a pandemic, especially in the absence of drug treatments. However, estimating and evaluating their impact on society remains challenging, considering the numerous and closely tied aspects to examine. This article proposes a fine-grain modeling methodology for NPIs, based on high-order relationships between people and environments, mimicking direct and indirect contagion pathways over time. After assessing the ability of each intervention in controlling an epidemic propagation, we devise a multi-objective optimization framework, which, based on the epidemiological data, calculates the NPI combination that should be implemented to minimize the spread of an epidemic as well as the damage due to the intervention. Each intervention is thus evaluated through an agent-based simulation, considering not only the reduction in the fraction of infected but also to what extent its application damages the daily life of the population. We run experiments on three data sets, and the results illustrate how the application of NPIs should be tailored to the specific epidemic situation. They further highlight the critical importance of correctly implementing personal protective (e.g., using face masks) and sanitization measures to slow down a pathogen spreading, especially in crowded places.","2169-3536","","10.1109/ACCESS.2021.3119459","European Union Horizon 2020 Research and Innovation Programme(grant numbers:769872 (EMPATHIC),823907 (MENHIR)); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9567682","Agent-based modeling;complex networks;epidemic;high-order relationships;hypergraphs;non-pharmaceutical interventions","Mathematical models;Biological system modeling;Statistics;Sociology;Context modeling;Social networking (online);Pandemics","data analysis;drugs;epidemics;graph theory;medical computing;modelling;optimisation","hyper-graphs;pathogen spreading;data sets;epidemic control strategies;agent-based simulation;epidemiological data;multiobjective optimization framework;epidemic propagation;indirect contagion pathways;direct contagion pathways;high-order relationships;fine-grain modeling methodology;closely tied aspects;numerous tied aspects;drug treatments;severe outbreak;NPIs;nonpharmaceutical interventions;high-order temporal networks;sanitization measures;specific epidemic situation","","1","","73","CCBY","11 Oct 2021","","","IEEE","IEEE Journals"
"Influence Spread in the Heterogeneous Multiplex Linear Threshold Model","Y. D. Zhong; V. Srivastava; N. E. Leonard","Mechanical and Aerospace Engineering, Princeton University, West Windsor, NJ, United States of America, 08550 (e-mail: y.zhong@princeton.edu); Electrical and Computer Engineering, Michigan State University, East Lansing, MI, United States of America, 48824 (e-mail: vaibhav@egr.msu.edu); Mechanical and Aerospace Engineering, Princeton University, Princeton, NJ, United States of America, 08544 (e-mail: naomi@princeton.edu)","IEEE Transactions on Control of Network Systems","","2021","PP","99","1","1","The linear threshold model (LTM) has been used to study spread on single-layer networks defined by one inter-agent sensing modality and agents homogeneous in protocol. We define and analyze the heterogeneous multiplex LTM to study spread on multi-layer networks with each layer representing a different sensing modality and agents heterogeneous in protocol. Protocols are designed to distinguish signals from different layers: an agent becomes active if a sufficient number of its neighbors in each of any a of the m layers is active. We focus on Protocol OR, when a=1, and Protocol AND, when a=m, which model agents that are most and least readily activated, respectively. We develop theory and algorithms to compute the size of the spread at steady state for any set of initially active agents and to analyze the role of distinguished sensing modalities, network structure, and heterogeneity. We show how heterogeneity manages the tension in spreading dynamics between sensitivity to inputs and robustness to disturbances.","2325-5870","","10.1109/TCNS.2021.3088782","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9454288","Cascade dynamics;heterogeneity;multi-agent systems;multi-layer networks;social networks;contagion","Multiplexing;Sensors;Protocols;Robot sensing systems;Steady-state;Control systems;Computational modeling","","","","","","","IEEE","14 Jun 2021","","","IEEE","IEEE Early Access Articles"
"Locating the epidemic source in complex networks","S. Xu; Y. Zhou; Z. Zhang","Alibaba Research Center for Complexity Sciences, Hangzhou Normal University, Hangzhou, China; Alibaba Research Center for Complexity Sciences, Hangzhou Normal University, Hangzhou, China; Alibaba Research Center for Complexity Sciences, Hangzhou Normal University, Hangzhou, China","IECON 2017 - 43rd Annual Conference of the IEEE Industrial Electronics Society","18 Dec 2017","2017","","","5865","5870","A disease propagating in a community or a rumor spreading in a social network can be described by a contact network whose nodes are persons or centers of contagion and links heterogeneous relations among them. Suppose that a disease or a rumor originating from a single source among a set of suspects spreads in a network, how to locate this disease/rumor source? This problem is crucial and challenging in different fields of computer or social networks, which is made more difficult in many applications where we have access only to a limited set of observations. We study the problem of estimating the origin of a disease/rumor outbreak: given a contact network and a snapshot of epidemic spread at a certain time, root out the infection source. Assuming that the epidemic spread follows the usual susceptible-infected (SI) model, we introduce an inference algorithm based on sparsely placed observers. We present an algorithm which utilizes the correlated information between the network structure (shortest paths) and the diffusion dynamics (time sequence of infection). The numerical results of artificial and empirical networks show that it leads to significant improvement of performance compared to existing approaches. Our analysis sheds insight into the behavior of the disease/rumor spreading process not only in the local particular regime but also for the whole general network.","","978-1-5386-1127-2","10.1109/IECON.2017.8217017","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8217017","locating source;observer nodes;correlation;complex network","Observers;Correlation;Diseases;Silicon;Social network services;Complexity theory;Heuristic algorithms","approximation theory;complex networks;diseases;epidemics;inference mechanisms;medical computing;network theory (graphs);social networking (online)","epidemic source;complex networks;social network;contact network;single source;suspects spreads;epidemic spread;infection source;susceptible-infected model;sparsely placed observers;network structure;artificial networks;empirical networks;general network;disease propagation;disease source;rumor source;disease outbreak","","","","16","","18 Dec 2017","","","IEEE","IEEE Conferences"
"The 5th Wave and i-Sustainability Plus Theories as Solutions for SocioEdu Consequences of Covid-19","H. D. Mohammadian; V. Wittberg; M. Castro; G. Bolandian","University of Applied Sciences (FHM),Department of Business and Economics,Bielefeld,Germany; University of Applied Sciences (FHM),Department of Business and Economics,Bielefeld,Germany; The National University of Distance, Education (UNED),Faculty of Electrical Engineering,Madrid,Spain; Islamic Azad University Central Tehran Branch,Faculty of Political Sciences,Iran","2020 IEEE Learning With MOOCS (LWMOOCS)","26 Oct 2020","2020","","","118","123","The Covid-19 pandemic is changing our society on diverse dimensions (not only on an economic or social level). Before the 1970s, various businesses and economics could affect and improve technologies, and humans' life. Since we reached the 70ies, and with the beginning of the 3<sup>rd</sup> wave or the post-industrial era, the new modern technologies such as Information Technology (IT), Internet of Things (IoT), Internet of Business (IoB), Internet of Energy (IoE), Internet of Manufacturing (IoM), Internet of Health (IoH), the emerging digitization, and innovative smartness in addition, issues such as know-how, do-how, Artificial Intelligence (AI), and others could influence businesses, the economy, urban infrastructures, societies, social impacts and even human life. Wars, sanctions, sciences, technologies, IT, IoT, and smartness work together and have impacts on each other's, businesses, economy, and human life. Fundamentally, during humans' history inventions and innovations have been created through restrictions and challenges. Wars, sanctions, low sustainability, risks of contagion, recessions, climate pollution, environmental change, biodiversity collapse, urban sprawl, growing urbanizations, lack of infrastructure, gentrification, economic instabilities, and recently health crises are introduced as main restrictions. Wars and welfare integrate with human's life desirably or undesirably and make innovation. Improvement through such innovative digital technologies are so admirable because most of them have changed the world. Sustainability has an important role for societies and urbans to improve their quality of livability and life. The world academic economy has changed from an academic SocioEdu economy to a data and innovative academic SocioEdu, ecosystem and economy, leading to the concept of the ""Internet of Business-Education"". with many popular IoT applications involved (i.e. wearables, smart city, smart society, smart healthcare, smart welfare, smart SMEs, smart retail, smart supply chain). This pandemic throws a spotlight on the interdependencies among business, nature, society, economy, and education. It may be tempting right now, when it is hard to see beyond the next few weeks, to dismiss the 17 Sustainable Development Goals (SDGs) as a distraction. But they have been described as a ""crowd-sourced purchase order from the future"" precisely because they offer a tremendous business opportunity. Based on SDGs all developed and developing countries in a global partnership have to go with CSR strategies and Hybrid Businesses for improving social cohesion and welfare, health, education, inequality, blue-green environmental sustainability, and economic efficiency. In this article we will discuss how the 5th Wave/Tomorrow Age and i-Sustainability Plus theories could help us for a readiness to forecast, prevent and face to the SocioEdu Consequences of Covid-19.","","978-1-7281-9728-9","10.1109/LWMOOCS50143.2020.9234360","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9234360","The 5th wave;i-sustainability Plus;tomorrow’s crises;IoB;Contagion of Covid-19;SocioEdu Consequences","COVID-19;Technological innovation;Pandemics;Wearable computers;Education;Supply chains;Internet of Things","artificial intelligence;climate mitigation;developing countries;ecology;education;health care;information technology;innovation management;Internet of Things;risk analysis;socio-economic effects;supply chains;sustainable development","human life;wars;sanctions;urban sprawl;smart city;smart society;smart healthcare;smart welfare;smart supply chain;Covid-19 pandemic;economics;emerging digitization;innovative smartness;i-sustainability plus theories;SocioEdu consequences;information technology;Internet of Things;IoT;Internet of Health;IoH;Internet of Energy;IoE;Internet of Manufacturing;Artificial Intelligence;contagion risk;recessions;climate pollution;biodiversity collapse;gentrification;ecosystem;smart SME;smart retail;internet of business-education;sustainable development goals;SDG;crowd-sourced purchase;developing countries;developed countries;CSR strategies;blue-green environmental sustainability","","4","","32","","26 Oct 2020","","","IEEE","IEEE Conferences"
"Overcoming the Scalability Challenges of Epidemic Simulations on Blue Waters","J. -S. Yeom; A. Bhatele; K. Bisset; E. Bohm; A. Gupta; L. V. Kale; M. Marathe; D. S. Nikolopoulos; M. Schulz; L. Wesolowski","Dept. of Comput. Sci., Virginia Tech, Blacksburg, VA, USA; Center for Appl. Sci. Comput., Lawrence Livermore Nat. Lab., Livermore, CA, USA; Virginia Bioinf. Inst., Virginia Tech, Blacksburg, VA, USA; Dept. of Comput. Sci., Univ. of Illinois at Urbana-Champaign, Urbana, IL, USA; Dept. of Comput. Sci., Univ. of Illinois at Urbana-Champaign, Urbana, IL, USA; Dept. of Comput. Sci., Univ. of Illinois at Urbana-Champaign, Urbana, IL, USA; Dept. of Comput. Sci., Virginia Tech, Blacksburg, VA, USA; Sch. of EEECS, Queen's Univ. of Belfast, Belfast, UK; Center for Appl. Sci. Comput., Lawrence Livermore Nat. Lab., Livermore, CA, USA; Dept. of Comput. Sci., Univ. of Illinois at Urbana-Champaign, Urbana, IL, USA","2014 IEEE 28th International Parallel and Distributed Processing Symposium","14 Aug 2014","2014","","","755","764","Modeling dynamical systems represents an important application class covering a wide range of disciplines including but not limited to biology, chemistry, finance, national security, and health care. Such applications typically involve large-scale, irregular graph processing, which makes them difficult to scale due to the evolutionary nature of their workload, irregular communication and load imbalance. EpiSimdemics is such an application simulating epidemic diffusion in extremely large and realistic social contact networks. It implements a graph-based system that captures dynamics among co-evolving entities. This paper presents an implementation of EpiSimdemics in Charm++ that enables future research by social, biological and computational scientists at unprecedented data and system scales. We present new methods for application-specific processing of graph data and demonstrate the effectiveness of these methods on a Cray XE6, specifically NCSA's Blue Waters system.","1530-2075","978-1-4799-3800-1","10.1109/IPDPS.2014.83","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6877307","contagion simulations;scalability;performance;graph processing;social contact networks","Computational modeling;Scalability;Load modeling;Load management;Sociology;Statistics;Educational institutions","discrete event simulation;diseases;graph theory;medical computing;multiprocessing systems","epidemic simulations;dynamical system modelling;biology;chemistry;finance;national security;health care;irregular graph processing;load imbalance;irregular communication;EpiSimdemics;epidemic diffusion simulation;social contact networks;graph-based system;Charm++ programming model;graph data application-specific processing;NCSA blue water system;Cray XE6;discrete-event simulation approach","","23","","21","","14 Aug 2014","","","IEEE","IEEE Conferences"
